"id","pyoe_max","delta_max","second_delta_max","pyoe_min","delta_min","second_delta_min","pyoe_mean","delta_mean","second_delta_mean","pyoe","delta_first","second_delta_first","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickerId","returnerId","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","displayName"
"2020112600--2892",5.98625061035156,19.3549771308899,19.3405693769455,-4.16593606948852,-2.94002437591553,-18.5332932472229,1.16427769929935,0.0487585984743558,-0.00967127543229323,5.18153129577637,19.3549771308899,19.3405693769455,2020112600,2892,"K.Fairbairn kicks 65 yards from HOU 35 to DET 0. J.Agnew to DET 28 for 28 yards (K.Crossen).",3,0,0,"HOU","Kickoff","Return",43846,44978,NA,"HOU",35,11400,NA,NA,NA,17,26,NA,65,28,37,45,"Jamal Agnew"
"2020112600--3825",-4.98529541015625,12.9130911827087,12.716194152832,-8.75973949432374,-3.7079439163208,-12.2194399833679,-6.95409066200257,0.290898164113363,-0.0812569989098443,-4.98529541015625,12.9130911827087,12.716194152832,2020112600,3825,"M.Prater kicks 47 yards from DET 35 to HOU 18. K.Coutee to HOU 28 for 10 yards (C.Moore).",4,0,0,"DET","Kickoff","Return",31446,46172,NA,"DET",35,23520,NA,NA,NA,25,41,NA,47,10,37,45,"Keke Coutee"
"2020112600--43",2.36340534210206,14.7926731109619,14.8105783462524,-2.49082931518554,-3.21380233764648,-18.0064754486084,0.275833490941586,-0.185361383891687,-0.0067839404431785,-0.675986175537105,14.7926731109619,14.8105783462524,2020112600,43,"J.Fox kicks 67 yards from DET 35 to HOU -2. C.Prosise to HOU 22 for 24 yards (C.Moore).",1,0,0,"DET","Kickoff","Return",48258,43379,NA,"DET",35,54000,NA,NA,NA,0,0,NA,67,24,43,75,"C.J. Prosise"
"2020112600--689",5.60040838241578,20.5222718715668,19.7675180435181,-6.14636520385741,-8.01460838317871,-18.9885804653168,1.40340499407841,-0.0615454777231756,-0.0144367757833229,-4.30267379760741,20.5222718715668,19.7675180435181,2020112600,689,"K.Fairbairn kicks 65 yards from HOU 35 to DET 0. J.Agnew to DET 23 for 23 yards (N.Hall; P.Kalambayi).",1,0,0,"HOU","Kickoff","Return",43846,44978,NA,"HOU",35,16680,NA,NA,NA,7,6,NA,65,23,42,45,"Jamal Agnew"
"2020112600--867",3.06331901550294,18.4255002737045,18.2835829257965,-9.6938507080078,-4.02813911437988,-19.9953187704086,-1.81588882547436,-0.0110486240097971,-0.00373651764609597,0.894609298706058,18.4255002737045,18.2835829257965,2020112600,867,"K.Fairbairn kicks 66 yards from HOU 35 to DET -1. J.Agnew to DET 22 for 23 yards (K.Crossen).",1,0,0,"HOU","Kickoff","Return",43846,44978,NA,"HOU",35,10680,NA,NA,NA,7,13,NA,66,23,43,45,"Jamal Agnew"
"2020112601--1001",1.00131319046019,18.9829410072416,19.0274116136134,-5.23862892150879,-2.68872165679932,-18.5657256599516,-0.91597113574424,-0.000694452853101056,0.00108464893589659,-4.94141357421876,18.9829410072416,19.0274116136134,2020112601,1001,"G.Zuerlein kicks 55 yards from DAL 35 to WAS 10. D.Johnson to WAS 28 for 18 yards (D.Wilson).",2,0,0,"DAL","Kickoff","Return",38701,46329,NA,"DAL",35,50880,NA,NA,NA,10,7,NA,55,18,37,45,"Danny Johnson"
"2020112601--123",2.42217098236084,3.47728419303894,3.54396367073059,-3.24266735076904,-1.81531715393066,-3.5499255657196,-0.907935214373799,-0.0600875185595618,0.00375209252039591,-1.29815040588379,3.47728419303894,3.54396367073059,2020112601,123,"(13:20) T.Way punts 60 yards to DAL 19, Center-N.Sundberg. C.Lamb to DAL 28 for 9 yards (J.Sprinkle). DAL-S.Parker was injured during the play.",1,4,14,"WAS","Punt","Return",40600,52425,NA,"WAS",21,48000,NA,NA,NA,0,0,NA,60,9,51,31,"CeeDee Lamb"
"2020112601--2886",7.74797950744629,13.7088112831116,15.820641040802,-6.48275798797607,-3.21929550170898,-13.8412461280823,1.301909435908,-0.0379109197192722,0.0637066152360704,3.73482849121093,13.7088112831116,15.820641040802,2020112601,2886,"G.Zuerlein kicks 59 yards from DAL 35 to WAS 6. D.Johnson ran ob at WAS 29 for 23 yards (D.Wilson).",3,0,0,"DAL","Kickoff","Return",38701,46329,NA,"DAL",35,9120,NA,NA,NA,16,20,NA,59,23,36,45,"Danny Johnson"
"2020112601--3413",5.08791683197022,7.01249752938747,6.9943418353796,-0.857791204452518,-2.71671068668365,-7.79800520837307,2.16899094167508,0.0112434731502282,-0.00786296631160535,3.21967453002929,7.01249752938747,6.9943418353796,2020112601,3413,"(9:33) H.Niswander punts 52 yards to WAS 14, Center-L.Ladouceur. S.Sims to WAS 24 for 10 yards (S.Parker).",4,4,11,"DAL","Punt","Return",50975,48051,NA,"DAL",34,34380,NA,NA,NA,16,27,NA,52,10,42,76,"Steven Sims"
"2020112900--161",-1.13864419937134,6.09687849879265,6.25712767243385,-6.09826957702637,-1.87062335014343,-5.95155903697014,-3.60309377586141,0.0834780221476274,-0.0197606104261735,-1.13864419937134,6.09687849879265,6.25712767243385,2020112900,161,"(13:57) S.Hofrichter punts 44 yards to LV 30, Center-J.Harris. H.Renfrow to LV 36 for 6 yards (J.Tuioti-Mariner).",1,4,9,"ATL","Punt","Return",52636,47932,NA,"ATL",26,50220,NA,NA,NA,0,0,NA,44,6,38,36,"Hunter Renfrow"
"2020112900--3162",8.88729928970338,16.3056974411011,16.4130125045776,-8.39548091888427,-2.47548198699951,-16.4386720657349,3.86213076690833,0.106530586878459,-0.0146536429723104,7.98258239746094,16.3056974411011,16.4130125045776,2020112900,3162,"D.Carlson kicks 57 yards from LV 35 to ATL 8. B.Powell ran ob at ATL 30 for 22 yards (K.Wilber). PENALTY on ATL-K.Smith, Illegal Double-Team Block, 12 yards, enforced at ATL 24.",3,0,0,"LV","Kickoff","Return",46236,46830,NA,"LV",35,23940,"IDT","ATL 40",12,23,6,NA,57,16,53,45,"Brandon Powell"
"2020112900--3576",12.1233431243896,21.2107638716698,20.9295437932014,-11.29578956604,-5.12641048431396,-21.9698886275291,2.86716568434939,0.00266398284949508,-0.00552217866860184,9.71343597412109,21.2107638716698,20.9295437932014,2020112900,3576,"S.Hofrichter kicks 63 yards from ATL 35 to LV 2. H.Ruggs to LV 35 for 33 yards (E.Robinson). PENALTY on LV-K.Wilber, Offensive Holding, 10 yards, enforced at LV 20.",3,0,0,"ATL","Kickoff","Return",52636,52420,NA,"ATL",35,7200,"OH","LV 58",10,30,6,NA,63,18,55,75,"Henry Ruggs"
"2020112900--4488",1.78548840045929,2.63143336772919,2.76921403408051,-0.677763733863831,-1.45383974909782,-3.74841296672821,0.478919900444245,-0.0506458320925313,0.00444453762423608,-0.0314541625976581,2.63143336772919,2.76921403408051,2020112900,4488,"(1:53) A.Cole punts 42 yards to ATL 13, Center-T.Sieg. B.Powell to ATL 17 for 4 yards (D.Leavitt).",4,4,14,"LV","Punt","Return",48335,46830,NA,"LV",45,6780,NA,NA,NA,43,6,NA,42,4,38,65,"Brandon Powell"
"2020112900--474",3.16353076934814,20.3773021697998,20.3773021697998,-2.16272258758545,-2.580073595047,-21.6195392608643,0.525006507917457,0.00729245182714964,-0.00965921110228488,-0.277302169799796,20.3773021697998,20.3773021697998,2020112900,474,"Y.Koo kicks 60 yards from ATL 35 to LV 5. H.Ruggs to LV 26 for 21 yards (K.Smith).",1,0,0,"ATL","Kickoff","Return",45576,52420,NA,"ATL",35,30360,NA,NA,NA,3,0,NA,60,21,39,45,"Henry Ruggs"
"2020112901--1175",0.668750920295722,13.7455799281597,13.7498335242271,-10.7622010040283,-2.90370035171509,-14.937402933836,-4.89845818072052,-0.00253665118904437,0.00102999073974157,-10.7622010040283,13.7455799281597,13.7498335242271,2020112901,1175,"(14:18) T.Long punts 45 yards to BUF 20, Center-C.Mazza. A.Roberts to BUF 24 for 4 yards (B.Facyson).",2,4,2,"LAC","Punt","Return",42663,35527,NA,"LAC",35,51480,NA,NA,NA,7,6,NA,45,4,41,45,"Andre Roberts"
"2020112901--1417",8.22614868164062,14.9774770736694,14.6110329627991,-2.89112688064575,-3.84476327896118,-15.2852354049683,2.70124036780858,-0.0294731087603811,-0.00504269640324479,5.7505216217041,14.9774770736694,14.6110329627991,2020112901,1417,"T.Bass kicks 57 yards from BUF 35 to LAC 8. J.Reed to LAC 31 for 23 yards (J.Poyer, D.Marlowe).",2,0,0,"BUF","Kickoff","Return",52596,52559,NA,"BUF",35,35040,NA,NA,NA,14,6,NA,57,23,34,75,"Joe Reed"
"2020112901--154",7.76913841247559,14.7439470291138,14.7439470291138,-1.73902256011963,-2.94315433502197,-15.4402866363525,1.59407947049822,0.00350688781057085,0.000404798133032663,2.64605297088623,14.7439470291138,14.7439470291138,2020112901,154,"(14:39) T.Long punts 56 yards to BUF 19, Center-C.Mazza. A.Roberts to BUF 37 for 18 yards (C.Mazza; J.Addae).",1,4,10,"LAC","Punt","Return",42663,35527,NA,"LAC",25,52740,NA,NA,NA,0,0,NA,56,18,38,85,"Andre Roberts"
"2020112901--1952",2.09835451126099,16.6912915706635,16.7837880849838,-11.4616344833374,-2.64732551574707,-15.3945519924164,-4.26800494283438,-0.017841183890899,0.000171322375535965,-7.71880340576172,16.6912915706635,16.7837880849838,2020112901,1952,"T.Bass kicks 62 yards from BUF 35 to LAC 3. J.Reed to LAC 19 for 16 yards (J.Johnson, T.Matakevich).",2,0,0,"BUF","Kickoff","Return",52596,52559,NA,"BUF",35,8160,NA,NA,NA,17,6,NA,62,16,46,75,"Joe Reed"
"2020112901--2247",16.0995854187012,21.8557450771332,21.6385922431946,-7.71365966796874,-3.89953136444092,-21.8253076076508,6.20628686475754,-0.0109883124178106,-0.0218729355118491,14.7233906555176,21.8557450771332,21.6385922431946,2020112901,2247,"M.Badgley kicks 60 yards from LAC 35 to BUF 5. A.Roberts to BUF 43 for 38 yards (S.Anderson).",3,0,0,"LAC","Kickoff","Return",46342,35527,NA,"LAC",35,54000,NA,NA,NA,17,6,NA,60,38,22,45,"Andre Roberts"
"2020112901--2606",0.591161022186277,13.5677973404527,13.4715083390474,-5.92273807525635,-3.59962320327759,-13.9835411682725,-1.44160879745677,-0.000152610040999748,-0.00260240544338484,-3.97408634185791,13.5677973404527,13.4715083390474,2020112901,2606,"T.Bass kicks 57 yards from BUF 20 to LAC 23. J.Reed to LAC 33 for 10 yards (T.Jones).",3,0,0,"BUF","Kickoff","Return",52596,52559,NA,"BUF",20,32520,NA,NA,NA,24,6,NA,57,10,47,90,"Joe Reed"
"2020112901--2872",10.0699114990234,19.5684850215912,18.3016390800476,-5.12784183502198,-2.66632032394409,-19.3967645168304,3.70726649264071,0.0239758998789686,-0.0328286505760031,6.30759880065918,19.5684850215912,18.3016390800476,2020112901,2872,"M.Badgley kicks 61 yards from LAC 35 to BUF 4. A.Roberts pushed ob at BUF 32 for 28 yards (J.Reed).",3,0,0,"LAC","Kickoff","Return",46342,35527,NA,"LAC",35,17460,NA,NA,NA,24,14,NA,61,28,33,45,"Andre Roberts"
"2020112901--329",0.649865187406533,10.9434187412262,10.902762055397,-5.57280750274657,-2.51311635971069,-11.0721952915192,-1.87012721431883,-0.00761979086357251,-0.00086616737800732,-4.70296318054199,10.9434187412262,10.902762055397,2020112901,329,"T.Bass kicks 54 yards from BUF 35 to LAC 11. J.Reed to LAC 21 for 10 yards (D.Marlowe, T.Jones).",1,0,0,"BUF","Kickoff","Return",52596,52559,NA,"BUF",35,44760,NA,NA,NA,7,0,NA,54,10,44,45,"Joe Reed"
"2020112901--3490",8.18617809295654,18.4815262556076,18.9325736761093,-9.20733062744141,-4.65440106391907,-19.5114926099777,0.642497250011987,0.105587317262377,0.0116993835994176,4.08349349975586,18.4815262556076,18.9325736761093,2020112901,3490,"M.Badgley kicks 56 yards from LAC 35 to BUF 9. A.Roberts pushed ob at BUF 34 for 25 yards (B.Facyson).",4,0,0,"LAC","Kickoff","Return",46342,35527,NA,"LAC",35,36960,NA,NA,NA,24,17,NA,56,25,31,75,"Andre Roberts"
"2020112901--3687",1.50718443870544,23.4465084075928,23.9212853908539,-25.5372389221191,-13.861156463623,-25.6314373016357,-5.74960285499984,-0.00586981866873947,0.0256943141712862,-23.0428771972656,23.4465084075928,23.9212853908539,2020112901,3687,"(8:28) T.Long punts 54 yards to BUF 26, Center-C.Mazza. A.Roberts to BUF 30 for 4 yards (M.Jefferson).",4,4,12,"LAC","Punt","Return",42663,35527,NA,"LAC",20,30480,NA,NA,NA,24,17,NA,54,4,50,90,"Andre Roberts"
"2020112901--4102",-0.703793077468873,7.66019630432129,6.52179336547852,-10.8710057067871,-3.14433860778809,-7.16421890258789,-4.86386050896211,-0.275971000844782,-0.0191173716024919,-7.95210319519043,7.66019630432129,6.52179336547852,2020112901,4102,"T.Bass kicks 67 yards from BUF 35 to LAC -2. T.Pope to LAC 12 for 14 yards (T.Jones).",4,0,0,"BUF","Kickoff","Return",52596,44286,NA,"BUF",35,12360,NA,NA,NA,27,17,NA,67,14,53,45,"Troymaine Pope"
"2020112901--688",3.87402801513672,17.0643861889839,17.7437989711761,-1.24111778259277,-3.3445873260498,-17.2072923779488,0.493321361039815,-0.0077485348048963,0.0155263872523057,0.480122451782229,17.0643861889839,17.7437989711761,2020112901,688,"T.Long kicks 55 yards from LAC 35 to BUF 10. A.Roberts to BUF 30 for 20 yards (B.Bello).",1,0,0,"LAC","Kickoff","Return",42663,35527,NA,"LAC",35,23460,NA,NA,NA,7,6,NA,55,20,35,75,"Andre Roberts"
"2020112902--1850",2.62862174987793,1.28040361404419,2.29316425323486,-3.85318279266358,-2.50043296813965,-2.41765546798706,-0.329305048704151,-0.334708293846675,0.0450741495404925,-0.434652557373049,0.708745002746582,2.29316425323486,2020112902,1850,"G.Gano kicks 48 yards from NYG 35 to CIN 17. S.Perine to CIN 30 for 13 yards (D.Mayo; X.McKinney).",2,0,0,"NYG","Kickoff","Return",35102,44927,NA,"NYG",35,1260,NA,NA,NA,10,10,NA,48,13,35,75,"Samaje Perine"
"2020112902--1912",8.62107471466065,14.2546087503433,13.8749952539802,-8.44570648193358,-4.16184186935425,-14.6258674860001,2.27838555659777,-0.00511501895056831,-0.00899405547498185,8.62107471466065,14.2546087503433,13.8749952539802,2020112902,1912,"G.Gano kicks 50 yards from NYG 35 to CIN 15. B.Wilson to CIN 38 for 23 yards (J.Love).",3,0,0,"NYG","Kickoff","Return",35102,45020,NA,"NYG",35,54000,NA,NA,NA,10,10,NA,50,23,27,45,"Brandon Wilson"
"2020112902--2266",1.69579437732696,15.8310302495956,16.1287086009979,-4.88027175903321,-2.29252481460571,-16.7042154073715,-0.735977908888385,0.00340667528075141,0.0053322564911198,-4.29771888732911,15.8310302495956,16.1287086009979,2020112902,2266,"G.Gano kicks 46 yards from NYG 35 to CIN 19. K.Kareem to CIN 32 for 13 yards (E.Penny; L.Ryan).",3,0,0,"NYG","Kickoff","Return",35102,52555,NA,"NYG",35,29160,NA,NA,NA,10,13,NA,46,13,33,45,"Khalid Kareem"
"2020112902--281",83.8260471343994,22.1936630010605,21.5741600990295,-11.3069703674316,-11.3652400970459,-23.0013107061386,38.0791544366852,0.0531216006938035,-0.00405389022051803,79.050602645874,22.1936630010605,21.5741600990295,2020112902,281,"G.Gano kicks 68 yards from NYG 35 to CIN -3. B.Wilson for 103 yards, TOUCHDOWN.",1,0,0,"NYG","Kickoff","Return",35102,45020,NA,"NYG",35,36060,NA,NA,NA,0,7,NA,68,103,-35,45,"Brandon Wilson"
"2020112902--3419",0.707246394157416,11.3997206687927,10.840927362442,-5.60347911834717,-3.11655044555664,-10.7644991874695,-2.28351715936893,-0.0491646208414217,0.000630556083307034,-4.91367065429687,11.3997206687927,10.840927362442,2020112902,3419,"G.Gano kicks 49 yards from NYG 35 to CIN 16. B.Wilson to CIN 28 for 12 yards (C.Coughlin).",4,0,0,"NYG","Kickoff","Return",35102,45020,NA,"NYG",35,14040,NA,NA,NA,10,19,NA,49,12,37,75,"Brandon Wilson"
"2020112902--3686",-1.16656053066254,11.4981412887573,11.751074552536,-5.05023090362549,-2.45662117004395,-11.2133407592773,-3.10238060951233,0.0466624212265015,-0.00772213935852051,-2.64814128875733,11.4981412887573,11.751074552536,2020112902,3686,"R.Bullock kicks 60 yards from CIN 35 to NYG 5. D.Lewis to NYG 13 for 8 yards (J.Evans).",4,0,0,"CIN","Kickoff","Return",38691,37224,NA,"CIN",35,9180,NA,NA,NA,17,19,NA,60,8,52,45,"Dion Lewis"
"2020112902--3846",19.3638835716248,11.8359286785126,11.7662711143494,-14.8896436691284,-3.7463014125824,-15.3957030773163,9.01505543579658,0.156142733035943,0.00799110302558312,10.5835608291626,11.8359286785126,11.7662711143494,2020112902,3846,"(1:11) R.Dixon punts 61 yards to CIN 21, Center-C.Kreiter. A.Erickson to 50 for 29 yards (C.Brown).",4,4,5,"NYG","Punt","Return",43517,43663,NA,"NYG",18,4260,NA,NA,NA,17,19,NA,61,29,32,92,"Alex Erickson"
"2020112902--42",1.08793506622314,18.9557151794434,17.565023124218,-6.34621677398682,-3.81784152984619,-19.5077991485596,-2.52919745300756,-0.0255279035279245,-0.0227473703297702,-4.41339172363282,18.9557151794434,17.565023124218,2020112902,42,"R.Bullock kicks 58 yards from CIN 35 to NYG 7. D.Lewis to NYG 24 for 17 yards (B.Wilson).",1,0,0,"CIN","Kickoff","Return",38691,37224,NA,"CIN",35,54000,NA,NA,NA,0,0,NA,58,17,41,75,"Dion Lewis"
"2020112902--509",6.79479755401611,13.3399383826763,13.8538822737755,-1.04788581848145,-2.8079948425293,-11.8025820060284,2.9316606212332,0.0116646980570208,0.013605061986406,0.44947055816651,13.3399383826763,13.8538822737755,2020112902,509,"(7:39) R.Dixon punts 52 yards to CIN 10, Center-C.Kreiter. A.Erickson to CIN 25 for 15 yards (C.Kreiter).",1,4,7,"NYG","Punt","Return",43517,43663,NA,"NYG",38,27540,NA,NA,NA,7,7,NA,52,15,37,48,"Alex Erickson"
"2020112902--977",1.71571599960326,4.08914470672607,8.76342582702637,-8.08976676940918,-8.33787631988525,-12.4270210266113,-0.97934971902106,-0.0518638524744246,-0.0177805787987179,0.156980648040772,3.83063936233521,4.03125548362732,2020112902,977,"(13:30) K.Huber punts 55 yards to NYG 17, Center-C.Harris. J.Peppers to NYG 25 for 8 yards (A.Davis-Gaither).",2,4,13,"CIN","Punt","Return",34593,44837,NA,"CIN",28,48600,NA,NA,NA,7,7,NA,55,8,47,38,"Jabrill Peppers"
"2020112903--1222",0.698172740936279,8.07128018885851,8.15504550933838,-9.22758007049561,-6.86026883125305,-9.80102920532227,-2.59760925569842,0.294418633224503,0.114699289443031,0.658117370605474,8.07128018885851,8.12020805478096,2020112903,1222,"(9:54) R.Sanchez punts 58 yards to TEN 24, Center-L.Rhodes. K.Raymond to TEN 35 for 11 yards (A.Dulin).",2,4,4,"IND","Punt","Return",45153,43584,NA,"IND",18,35640,NA,NA,NA,14,14,NA,58,11,47,92,"Kalif Raymond"
"2020112903--1568",1.06749122619628,22.7770794630051,22.8719428777695,-4.62264259338379,-4.93420791625977,-22.8254555463791,-1.10312334214755,-0.0287575413440836,0.00163557611662766,-1.45501686096192,22.7770794630051,22.8719428777695,2020112903,1568,"S.Gostkowski kicks 62 yards from TEN 35 to IND 3. T.Smith to IND 30 for 27 yards (D.Roberson).",2,0,0,"TEN","Kickoff","Return",30932,46265,NA,"TEN",35,22500,NA,NA,NA,14,21,NA,62,27,35,45,"Tremon Smith"
"2020112903--2140",0.752960147857664,9.49070453643799,8.12050008773804,-6.4731420135498,-3.28089809417725,-9.01729869842529,-2.57076510075161,-0.0927733489445278,-0.0369528770446777,-5.49083000183106,9.49070453643799,8.12050008773804,2020112903,2140,"(1:21) R.Sanchez punts 55 yards to TEN 29, Center-L.Rhodes. K.Raymond to TEN 41 for 12 yards (L.Rhodes). PENALTY on IND-M.Adams, Disqualification, 15 yards, enforced at TEN 41.",2,4,19,"IND","Punt","Return",45153,43584,NA,"IND",16,4860,"DSQd","IND 49",-15,14,28,NA,55,12,28,94,"Kalif Raymond"
"2020112903--2336",1.82851745605468,25.4589552879333,25.6178331375122,-11.0963333892822,-4.2281494140625,-26.106303691864,-3.02738043343768,-0.0115592885524669,-0.00152109785282865,-7.91221511840821,25.4589552879333,25.6178331375122,2020112903,2336,"S.Gostkowski kicks 72 yards from TEN 35 to IND -7. T.Smith to IND 15 for 22 yards (S.Perry, D.Roberson).",2,0,0,"TEN","Kickoff","Return",30932,46265,NA,"TEN",35,1200,NA,NA,NA,14,35,NA,72,22,50,45,"Tremon Smith"
"2020112903--2518",6.50272510528565,11.2179245948792,10.5496275424957,-14.1580439758301,-9.47923851013184,-13.9112644195557,0.428634853168411,0.00349946411288514,-0.0171353038476438,2.22023536682129,11.2179245948792,10.5496275424957,2020112903,2518,"(13:53) R.Sanchez punts 49 yards to TEN 11, Center-L.Rhodes. K.Raymond to TEN 28 for 17 yards (K.Willis).",3,4,7,"IND","Punt","Return",45153,43584,NA,"IND",40,49980,NA,NA,NA,14,35,NA,49,17,32,50,"Kalif Raymond"
"2020112903--2861",0.662828569412227,11.9629864692688,11.9208642244339,-8.64740154266357,-2.62256455421448,-11.3400254249573,-3.01890645787997,-0.00229270055013544,-0.00594182137180777,-4.61757858276367,11.9629864692688,11.9208642244339,2020112903,2861,"(8:54) R.Sanchez punts 50 yards to TEN 27, Center-L.Rhodes. K.Raymond to TEN 39 for 12 yards (Z.Franklin).",3,4,12,"IND","Punt","Return",45153,43584,NA,"IND",23,32040,NA,NA,NA,14,35,NA,50,12,38,33,"Kalif Raymond"
"2020112903--3643",6.1847375869751,4.03968667984009,5.20845222473145,-1.77888805389404,-2.89676570892334,-2.89322233200073,1.58619727911949,-0.137255032062531,0.00802789449691772,3.37127414703369,4.03968667984009,5.20845222473145,2020112903,3643,"R.Blankenship kicks 51 yards from IND 35 to TEN 14. C.Batson to TEN 32 for 18 yards (T.Carrie).",4,0,0,"IND","Kickoff","Return",52751,46836,NA,"IND",35,48180,NA,NA,NA,20,38,NA,51,18,33,75,"Cameron Batson"
"2020112903--4350",36.2783051300049,14.7535381317139,14.0092439651489,-17.4566025543213,-14.5924968719482,-15.4415836334229,4.85508750557899,0.284010246396065,0.0141186515490214,36.2783051300049,3.01480555534363,3.76228976249695,2020112903,4350,"R.Sanchez kicks onside 7 yards from IND 35 to IND 42. A.Brown for 42 yards, TOUCHDOWN.",4,0,0,"IND","Kickoff","Return",45153,47834,NA,"IND",35,9240,NA,NA,NA,26,38,NA,7,42,-35,75,"A.J. Brown"
"2020112904--1270",0.882884242534644,21.0658435821533,21.0658435821533,-5.21832336425781,-2.47599267959595,-23.1074047088623,-1.8093157298792,0.0357919136683146,0.0121546770845141,-3.25584358215332,21.0658435821533,21.0658435821533,2020112904,1270,"C.Parkey kicks 60 yards from CLE 35 to JAX 5. N.Cottrell to JAX 23 for 18 yards (S.Carlson).",2,0,0,"CLE","Kickoff","Return",41688,52737,NA,"CLE",35,25380,NA,NA,NA,6,10,NA,60,18,42,45,"Nathan Cottrell"
"2020112904--1419",1.54527439117432,20.0486235916615,20.1166364252567,-5.45531837463379,-2.63766074180603,-18.8039470016956,-2.05129556188981,0.0440444604804118,0.0142999490102132,-4.49064178466797,20.0486235916615,20.1166364252567,2020112904,1419,"L.Cooke kicks 67 yards from JAX 35 to CLE -2. D.Johnson to CLE 16 for 18 yards (D.Middleton).",2,0,0,"JAX","Kickoff","Return",46316,47605,NA,"JAX",35,15240,NA,NA,NA,13,10,NA,67,18,49,75,"D'Ernest Johnson"
"2020112904--2200",10.3183517074585,45.1489927768707,45.1702526807785,-17.6270030212402,-20.9032878875732,-46.7841169834137,1.05361302547595,0.00163470822222093,0.00290981461020077,-17.6270030212402,45.1489927768707,45.1702526807785,2020112904,2200,"L.Cooke kicks 61 yards from JAX 35 to CLE 4. D.Johnson to CLE 36 for 32 yards (D.Ozigbo).",3,0,0,"JAX","Kickoff","Return",46316,47605,NA,"JAX",35,42060,NA,NA,NA,19,17,NA,61,32,29,75,"D'Ernest Johnson"
"2020112904--2484",-0.199778633117674,19.7712687253952,20.6071355342865,-11.3675356292725,-8.07433414459229,-19.3467215299606,-3.64612314512856,-0.0234218114300778,0.0169478843086644,-4.83229103088379,19.7712687253952,20.6071355342865,2020112904,2484,"C.Parkey kicks 61 yards from CLE 35 to JAX 4. N.Cottrell to JAX 20 for 16 yards (M.Stewart Jr.).",3,0,0,"CLE","Kickoff","Return",41688,52737,NA,"CLE",35,24300,NA,NA,NA,19,20,NA,61,16,45,45,"Nathan Cottrell"
"2020112904--2648",5.23,1.87043070793152,2.05947542190552,-0.748449096679689,-1.79216516017914,-2.49543738365173,2.45055953746041,-0.129917432864507,0.00787686308224996,-0.748449096679689,1.87043070793152,2.05947542190552,2020112904,2648,"(3:19) L.Cooke punts 40 yards to CLE 6, Center-R.Matiscik. D.Peoples-Jones pushed ob at CLE 10 for 4 yards (N.Cottrell).",3,4,4,"JAX","Punt","Return",46316,52595,NA,"CLE",46,11940,NA,NA,NA,19,20,NA,40,4,36,56,"Donovan Peoples-Jones"
"2020112904--283",-0.252925902605057,15.5294167399406,17.3321559429169,-8.92033393859863,-3.52133893966675,-18.0801941752434,-5.37725549474359,0.00431317960222562,0.055159654468298,-8.78882633209228,15.5294167399406,17.3321559429169,2020112904,283,"(9:57) J.Gillan punts 47 yards to JAX 44, Center-C.Hughlett. T.Quinn to 50 for 6 yards (K.Hodge).",1,4,9,"CLE","Punt","Return",48139,46325,NA,"CLE",9,35820,NA,NA,NA,0,0,NA,47,6,41,101,"Trey Quinn"
"2020112904--459",19.6256372070313,23.2917376756668,23.02818775177,-15.6606008911133,-14.0251169204712,-24.4818164110184,3.3745870034906,0.0233911909634554,-0.00140941444831558,13.9420220184326,23.2917376756668,23.02818775177,2020112904,459,"L.Cooke kicks 63 yards from JAX 35 to CLE 2. D.Johnson to CLE 45 for 43 yards (D.Middleton; E.Saubert).",1,0,0,"JAX","Kickoff","Return",46316,47605,NA,"JAX",35,23700,NA,NA,NA,3,0,NA,63,43,20,45,"D'Ernest Johnson"
"2020112905--1258",6.55556158065797,11.1568481326103,11.6901754140854,-4.37271022796631,-3.76099967956543,-11.8215686678886,1.41929226681338,0.0578221658528861,0.00697134611970287,-1.40805057525634,11.1568481326103,11.6901754140854,2020112905,1258,"(7:37) B.Colquitt punts 51 yards to CAR 29, Center-A.DePaola. P.Cooper pushed ob at CAR 40 for 11 yards (C.Ham). PENALTY on CAR-N.Jamerson, Offensive Holding, 10 yards, enforced at CAR 29.",2,4,8,"MIN","Punt","Return",34723,43406,NA,"MIN",20,27420,"OH","CAR 30",10,7,0,NA,51,0,61,30,"Pharoh Cooper"
"2020112905--2354",9.75144371032714,8.35254859924316,9.67422544956207,-2.59052284240722,-2.52050352096558,-6.91260242462158,3.69494619435277,0.0295487868374792,0.0254463923388514,9.44745140075683,8.35254859924316,9.67422544956207,2020112905,2354,"(11:53) B.Colquitt punts 54 yards to CAR 5, Center-A.DePaola. P.Cooper to CAR 25 for 20 yards (C.Ham).",3,4,5,"MIN","Punt","Return",34723,43406,NA,"MIN",41,42780,NA,NA,NA,10,21,NA,54,20,34,51,"Pharoh Cooper"
